"Comment","User","ReplyCount","LikeCount","PublishTime","CommentId","ParentID","ReplyToAnotherUser","VideoID"
"People loves indian army like here .This is the answer to Porkies.This is the solution to wipe out the holy tears of our sisters who lost their husbands in militants attack.This is the only answer to innocent people and children who lost life in terror attack.We must be loyal to our govt and people and support this brave govt to strengthen our country .jai jawan jai bharath matha","shyju chelery","0","0","2019-02-04T16:47:23.000Z","UgyjFQgEOYUWAkfyZAt4AaABAg","None","FALSE","VVY3do673Zc"
"INDIAN ARMY
LIVE A LIFE LESS ORDINARY","Rajesh Yadav","0","0","2019-02-04T16:38:34.000Z","Ugydi4fR6Bdi1_okHRd4AaABAg","None","FALSE","VVY3do673Zc"
"12k terrorist dislike the video","Vijendra Shyam","0","0","2019-02-04T16:35:45.000Z","UgzeqrHdIAJfFaWDKU14AaABAg","None","FALSE","VVY3do673Zc"
"Superb Movie","Arun raj.s raj","0","1","2019-02-04T16:32:54.000Z","Ugx0KSyTPU5fFL3ZFHR4AaABAg","None","FALSE","VVY3do673Zc"
"Agar kisi ko mera comment sa problem ha to 
faheemkhan4628@gmail.com
Per mms ya sms kar sakta ha","Amazing Malomat","0","0","2019-02-04T16:21:15.000Z","Ugx-mTFTjKBAWOHsYYJ4AaABAg","None","FALSE","VVY3do673Zc"
"Film ache ha lekin tumhara dam sirf filmo ma hi ha warna kaha hamara chota sa mulk aur chote si fawaj our tumhari gand ma mirchi dalta rehta ha","Amazing Malomat","1","0","2019-02-04T16:19:45.000Z","UgwfUQWlXhPq_1j9L214AaABAg","None","FALSE","VVY3do673Zc"
"How's the Josh??? 
Tell me by liking my comment","seema kagra","0","0","2019-02-04T16:15:21.000Z","Ugwn7t9Q4heKzUdgkUJ4AaABAg","None","FALSE","VVY3do673Zc"
"I love India I love INDIAN ARMY","Prasad Ayare","0","0","2019-02-04T16:12:43.000Z","UgxGh5vHjpSvD2P9jpZ4AaABAg","None","FALSE","VVY3do673Zc"
"jai modi ji","Aishwarya H Shetty","0","0","2019-02-04T16:07:00.000Z","UgwDNoyrpJrPI3b-6614AaABAg","None","FALSE","VVY3do673Zc"
"One minute silence for those who disliked this trailer","Vinay V","0","0","2019-02-04T16:06:39.000Z","UgwesxdVgLeuL2cwR-54AaABAg","None","FALSE","VVY3do673Zc"
"Osm movie","Rajni Banga","0","0","2019-02-04T15:56:34.000Z","Ugy6UKo5b0VqgngXtSF4AaABAg","None","FALSE","VVY3do673Zc"
"Only 12 million views  but movie ne Sahi M phad di any one here after Watching Movie","Anuj Thakkar","0","0","2019-02-04T15:36:31.000Z","Ugy0ehIJZABQv_3bTuN4AaABAg","None","FALSE","VVY3do673Zc"
"It should have been ""Surgical strike at railway station by Indians early in the morning"" <U+0001F4A9><U+0001F4A9><U+0001F4A9><U+0001F4A9><U+0001F4A9>","Kashmir The Glimpse of Eternal Paradise J&k","0","0","2019-02-04T15:24:29.000Z","Ugx8HS6BTl14EfHuEaZ4AaABAg","None","FALSE","VVY3do673Zc"
"Copy. Bola yeh naya india ha","Hamza Bhati","0","0","2019-02-04T15:20:58.000Z","UgzUapg-KKJ0qVUQkfZ4AaABAg","None","FALSE","VVY3do673Zc"
"I have seen the movie but for bhi I m seeing it.... It's awesome man...

How's the Josh?","Kuldeep Sharma","0","0","2019-02-04T15:14:52.000Z","UgxGchV-0RAuVVrIuq94AaABAg","None","FALSE","VVY3do673Zc"
"https://youtu.be/w6VLzKACnS8
This is the <U+0001F426>","rohit pandey","0","0","2019-02-04T14:35:28.000Z","UgwzyiFkLilK8U227vx4AaABAg","None","FALSE","VVY3do673Zc"
"May be dislikes from Pakistan","Gopi","0","0","2019-02-04T14:04:33.000Z","Ugw-xyXaDPgNVZiY3lV4AaABAg","None","FALSE","VVY3do673Zc"
"Naa Indian army ma himt thi aur na hai aur na kbi ho gi k wo kisi Pakistani soldier ki ankh ma ankh dal ske surgical strick to boht dur ki bt hai","Adeel Hassan","0","0","2019-02-04T13:49:40.000Z","UgwIiboUc6iAr6fIsFV4AaABAg","None","FALSE","VVY3do673Zc"
"PROUD TO BE A SON OF AN INDIAN ARMY OFFICER.. JAI HIND... HOW IS THE JOSH!?!?","TECHNICAL DADA","0","0","2019-02-04T13:45:08.000Z","UgzozpMPjEOiYWng_uR4AaABAg","None","FALSE","VVY3do673Zc"
"Best film ever......","Pragya Verma","0","0","2019-02-04T13:40:43.000Z","UgzZY2fdVlNcwkRazTp4AaABAg","None","FALSE","VVY3do673Zc"
"Me kbhi movie nhi dekhti bt mene ye dekhi jo ki direct mere dil ko chhu gayi","Pragya Verma","0","0","2019-02-04T13:39:44.000Z","UgxLNFFp_0rmAXkJsl54AaABAg","None","FALSE","VVY3do673Zc"
"Plz watch this movie....","Heath wellness","0","0","2019-02-04T13:17:16.000Z","UgwB9Ff112yHcYUnXft4AaABAg","None","FALSE","VVY3do673Zc"
"Naya Hindustan hahahaha jhut bolta h ye hindustan ki govt aur awam bechari khush h","Durmohmad Buriro","0","0","2019-02-04T13:10:42.000Z","UgyBD-mfUnww2hJ5huZ4AaABAg","None","FALSE","VVY3do673Zc"
"Sirf film main Hi kar saktay Ho sergical strike buzdil indians","Dani Mir","0","0","2019-02-04T13:09:50.000Z","UgzbJNElca5yBXhLnMF4AaABAg","None","FALSE","VVY3do673Zc"
"Bhai abb to aa gyii hogi ye you tube pr...
Agar aa gyii ho to link bhej do...","shivam Badshapuria","0","1","2019-02-04T12:50:04.000Z","UgyRododG-N8jMmNC9V4AaABAg","None","FALSE","VVY3do673Zc"
"Are yar rongte khade hogaye","NARASIMHA DESHPANDE","0","0","2019-02-04T12:46:34.000Z","UgxiPvHoa6bvQ_YeVvl4AaABAg","None","FALSE","VVY3do673Zc"
"Who is 11k bastard get out my nation","Goudappagouda Patil","0","0","2019-02-04T12:26:01.000Z","UgzwVCiLpLjqebJgn3B4AaABAg","None","FALSE","VVY3do673Zc"
"How is the Josh?","Basava maasti","0","0","2019-02-04T12:21:42.000Z","UgzbajB6O5YoziHVh7x4AaABAg","None","FALSE","VVY3do673Zc"
"Haha salo sirf movies mein hi surgical strike dikha sakty ho reality mein to dunia ko aik sabot bhi nh de saky ar tmari khasi army pr dunia hassi.","Asif Mehmood","0","0","2019-02-04T12:20:19.000Z","UgxcW5Zdecp19xBFJqh4AaABAg","None","FALSE","VVY3do673Zc"
"Bakvaas Jooth Jooth Jooth","ALM Balwinder","0","0","2019-02-04T12:09:05.000Z","UgxqoKJDyJEPTcn3hK14AaABAg","None","FALSE","VVY3do673Zc"
"copied from hollywood blockbusters pathetic bollywood","vinod punwani","0","0","2019-02-04T11:55:52.000Z","UgxjHRCZ8f28yBiJBhJ4AaABAg","None","FALSE","VVY3do673Zc"
"Yeh 11k dislike wale Pakistan se Hein kya","HP 37","0","0","2019-02-04T11:48:03.000Z","UgyDm5UPAs951WEtHK94AaABAg","None","FALSE","VVY3do673Zc"
"Watched this movie today it's really amazing","Yash FC","0","0","2019-02-04T11:43:04.000Z","UgwGMBnxOnBQW7yebJN4AaABAg","None","FALSE","VVY3do673Zc"
"A suur e olad tumhare bate samajh nahi ate bhosdi ki pahla apnai walai ko tek Kar phir bata","khan Awais TV","0","1","2019-02-04T10:51:49.000Z","UgyQX5mOvIIiF8sCn254AaABAg","None","FALSE","VVY3do673Zc"
"We all went to watch uri with our school and principle (smt Brahma Devi saraswati balika vidya mandir hapur) today. Super excellent movie really","Kritesh Khangore","0","0","2019-02-04T10:50:29.000Z","Ugzhzw3LARgo0jyy0lx4AaABAg","None","FALSE","VVY3do673Zc"
"Ab  khosh ho","khan Awais TV","0","1","2019-02-04T10:48:59.000Z","UgzHyC7OYf-99ibQKkZ4AaABAg","None","FALSE","VVY3do673Zc"
"Chalo  tera dislike kiya an hosh","khan Awais TV","0","1","2019-02-04T10:48:26.000Z","UgyBL_iTxSNGVHl5Ydl4AaABAg","None","FALSE","VVY3do673Zc"
"Kaisa he josh.. Superb movie..","umeshkg2005","0","0","2019-02-04T10:42:57.000Z","UgzXoe-KtBvfuI0cpkt4AaABAg","None","FALSE","VVY3do673Zc"
"How is the Josh? (True Indian will definitely reply)","Akshit rastogi","1","1","2019-02-04T10:40:05.000Z","UgyDcgBoV7bB_Su705h4AaABAg","None","FALSE","VVY3do673Zc"
"Bass 11K paki compared to 220K Indians... yahi faisla ho jaata hai ... kis main hai kitna dum..  Jai Hind!","Subrato Das","0","0","2019-02-04T10:37:44.000Z","UgwVomJ9YX5RwDIY4kh4AaABAg","None","FALSE","VVY3do673Zc"
"yet you still make your movies in Urdu, National Language of Pakistan <U+0001F602>","Hamza Khan","0","0","2019-02-04T10:30:56.000Z","UgypftX-P5CCti5mqsp4AaABAg","None","FALSE","VVY3do673Zc"
"11k terarists are unliked. Mother fuckers<U+0001F608>","amz mh","0","1","2019-02-04T10:09:20.000Z","UgzC7OxQILJrcbR-Yg94AaABAg","None","FALSE","VVY3do673Zc"
"Nice film..<U+0001F601><U+0001F601><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618>","amz mh","0","1","2019-02-04T10:06:34.000Z","UgxUciA3PEmAtc55jYJ4AaABAg","None","FALSE","VVY3do673Zc"
"<U+0D07><U+0D19><U+0D4D><U+0D19><U+0D4B><U+0D1F><U+0D4D><U+0D1F><U+0D4D> <U+0D15><U+0D47><U+0D31><U+0D3F> <U+0D1A><U+0D4A><U+0D30><U+0D3F><U+0D1E><U+0D4D><U+0D1E><U+0D35><U+0D28><U+0D4D><U+0D31><U+0D46> <U+0D2E><U+0D3E><U+0D33><U+0D24><U+0D4D><U+0D24><U+0D3F><U+0D7D> <U+0D2A><U+0D4B><U+0D2F><U+0D3F> 16<U+0D28><U+0D4D><U+0D31><U+0D46> <U+0D2A><U+0D23><U+0D3F><U+0D15><U+0D4A><U+0D1F><U+0D41><U+0D24><U+0D4D><U+0D24><U+0D41> <U+0D07><U+0D28><U+0D4D><U+0D24><U+0D4D><U+0D2F><U+0D7B> <U+0D06><U+0D7C><U+0D2E><U+0D3F> <U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D> <U+0D06> <U+0D38><U+0D02><U+0D2D><U+0D35><U+0D24><U+0D4D><U+0D24><U+0D3F><U+0D28><U+0D4D><U+0D31><U+0D46> <U+0D05><U+0D24><U+0D3F><U+0D2E><U+0D28><U+0D4B><U+0D39><U+0D30><U+0D2E><U+0D3E><U+0D2F> <U+0D26><U+0D43><U+0D36><U+0D4D><U+0D2F><U+0D3E><U+0D35><U+0D3F><U+0D37><U+0D4D><U+200C><U+0D15><U+0D3E><U+0D30><U+0D02>...  <U+0D09><U+0D2B><U+0D4D><U+0D2B><U+0D4D> <U+0D0E><U+0D7B><U+0D1C><U+0D3E><U+0D24><U+0D3F> <U+0D31><U+0D4B><U+0D2E><U+0D3E><U+0D1C><U+0D3F><U+0D2B><U+0D3F><U+0D15><U+0D4D><U+0D15><U+0D47><U+0D37><U+0D7B>.  Hats of for creators <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44C>","Mahesh Raj","0","0","2019-02-04T09:50:44.000Z","UgwB7tBESNG0gJH4ys14AaABAg","None","FALSE","VVY3do673Zc"
"Jai Hind ki Sena","Er. Abdul Vahid","0","0","2019-02-04T09:45:32.000Z","Ugw_Pq4oOkoVITSkeeF4AaABAg","None","FALSE","VVY3do673Zc"
"Heavy Music...yar
Jai Hind <U+0001F1EE><U+0001F1F3>","Shoaib S7","0","0","2019-02-04T09:30:47.000Z","Ugwz1OpQrcBLeqs2hyh4AaABAg","None","FALSE","VVY3do673Zc"
"<U+0001F525> <U+0001F525> <U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3><U+0001F64F><U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3>","Prijan Maity","0","0","2019-02-04T08:25:08.000Z","UgwovxLY6bcijFLIc3h4AaABAg","None","FALSE","VVY3do673Zc"
"Damn... awesome <U+0001F64C><U+0001F44D>","Isha Sharma","0","0","2019-02-04T08:23:40.000Z","UgwpkKMRUGFcqDX-vi54AaABAg","None","FALSE","VVY3do673Zc"
"Gorkha<U+270A><U+270A>","Pravin Yadav","0","0","2019-02-04T07:48:38.000Z","UgxC7Biea4MqXZyxRrV4AaABAg","None","FALSE","VVY3do673Zc"
"11k who dislike should identify , find those terrorist and punished , i believe some of them from INDIA","aashish pandey","0","0","2019-02-04T07:29:14.000Z","UgwdS7paa8WyFCxZuzd4AaABAg","None","FALSE","VVY3do673Zc"
"Jai hindhustan...","madhava mahendra","0","0","2019-02-04T07:21:38.000Z","UgzbgTOAyaCjN-of7Mx4AaABAg","None","FALSE","VVY3do673Zc"
"Nice","ashutosh gupta","0","0","2019-02-04T07:20:14.000Z","Ugzz-LLcByvIUX975a54AaABAg","None","FALSE","VVY3do673Zc"
"This movie is great because the movie about to sarjikal strike","nehal launjej","0","0","2019-02-04T07:14:19.000Z","UgwHqkw6oU5RVt4H9ld4AaABAg","None","FALSE","VVY3do673Zc"
"Hehehe 19 unarmed soldiers...","imran amrez","0","0","2019-02-04T06:17:29.000Z","Ugx3erRmOy7uIWfQM2d4AaABAg","None","FALSE","VVY3do673Zc"
"Kya film hai sir","Suraj Kumar","0","0","2019-02-04T05:21:28.000Z","UgwGG4qt-u0FdOUxxgF4AaABAg","None","FALSE","VVY3do673Zc"
"Adorable movie","Prashant Singh","0","0","2019-02-04T04:28:51.000Z","UgyI31HAqfCE3y1B6AJ4AaABAg","None","FALSE","VVY3do673Zc"
"It's osm movie I have been watched it","Nagaraj Bachahalli","0","0","2019-02-04T04:25:32.000Z","UgxlYyt0F3SFwkqsc9B4AaABAg","None","FALSE","VVY3do673Zc"
"*Jab Indian army Apne aukad me aengi na to unke hi banduko ke pudiya banakar unke hi gaand me gused denge na Haag niklegi na paad phir zindagi bhar karte rahenge ‘alla o Akbar’*
*Jai hind*","Vijaykumar Vasav","0","0","2019-02-04T04:08:03.000Z","UgxFkHG46SEjh7q02sF4AaABAg","None","FALSE","VVY3do673Zc"
"Jai Hind....<U+0001F1EE><U+0001F1F3><U+0001F1EE><U+0001F1F3>","Shefali Dutta","0","0","2019-02-04T04:06:40.000Z","Ugy-kidzIpmEIRPSgIx4AaABAg","None","FALSE","VVY3do673Zc"
"What a trailer!!!!!!!<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44C><U+0001F44C><U+0001F44C><U+0001F44C>","Hariom Singh","0","0","2019-02-04T03:34:43.000Z","UgwIniTBYBaR04lMb9J4AaABAg","None","FALSE","VVY3do673Zc"
"Indian ab yahe daik k khosh ho bas ku k haqeeeqat main to in sy kuch hota nhe hy....hahahahaha
Baki filmo maain he strike kar sakty hain","Mattital de Shan","0","0","2019-02-04T02:53:35.000Z","UgznN5ZRPZZbQVpBa554AaABAg","None","FALSE","VVY3do673Zc"
"How's the Josh? High sir","Kartik batchu","0","0","2019-02-04T02:13:04.000Z","Ugw-Ti9XZa7wwJUJ2dt4AaABAg","None","FALSE","VVY3do673Zc"
"balidaan param dharam","KUNAL ARORA","0","0","2019-02-04T00:45:19.000Z","Ugzutryv_0CArl6mP5t4AaABAg","None","FALSE","VVY3do673Zc"
"72 hooro Wala dialogue could have doubled its budget man!!
Remove nahi krna Tha.","auspi ME","0","0","2019-02-03T21:21:44.000Z","UgyMVZ7intS9WsEGsut4AaABAg","None","FALSE","VVY3do673Zc"
"Awsome movie.. salute to Indian Army<U+0001F1EE><U+0001F1F3>... Proud to have a PM like Modi ji. <U+0001F1EE><U+0001F1F3>","Preeti Bains","0","0","2019-02-03T21:06:27.000Z","UgwmsM8lq9Odvcpcei94AaABAg","None","FALSE","VVY3do673Zc"
"Pakistani here: Will be interested in how this movie portrays the events that happened at Uri in 2016. I hope it isn’t just another patriotic exploitation of a tragic event to brainwash Indians into hating Pakistanis and shows the mistakes made by both countries in the aftermath of the slaughter at Uri.","Sarah THEONE","0","0","2019-02-03T20:33:43.000Z","UgyY9D69PFP9IdtsBqt4AaABAg","None","FALSE","VVY3do673Zc"
"very nice movie","Prashant Jha","0","0","2019-02-03T20:00:18.000Z","UgxPfWWQuHcUwBmx7zN4AaABAg","None","FALSE","VVY3do673Zc"
"Dislike wale sale Indian mulle yani lund Kate hue log he sale suar ki olad","Amar Singh Solanki","0","0","2019-02-03T19:42:00.000Z","UgxjtXZ_PIpuiXIqGnZ4AaABAg","None","FALSE","VVY3do673Zc"
"<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>","USAMA KARAMAT","0","0","2019-02-03T19:40:23.000Z","Ugw_90wBnxxA3alZ0914AaABAg","None","FALSE","VVY3do673Zc"
"May be this movie is worth to watch. But why spreading so much hate between two countries...","Faiz urrahman","0","0","2019-02-03T19:30:12.000Z","UgzcpKfYoLLk0JP3PXF4AaABAg","None","FALSE","VVY3do673Zc"
"Super movie","Muhammed Asif","0","0","2019-02-03T18:56:26.000Z","UgykmM0KhM_qqDE-flF4AaABAg","None","FALSE","VVY3do673Zc"
"1:29
How's the josh...?","Nikhil Raj","0","0","2019-02-03T18:52:05.000Z","UgxvDjg_z0VzxLcC7gV4AaABAg","None","FALSE","VVY3do673Zc"
"@Amazing spiderman,
Tum kyu certificate de rahe ho.
India se itni nafrat kyu ????
Rahi baat dum ki , woh toh humne 1965, 1971 , 1999 main already dikha diya. Hum log khud ke takhat par defend karte hey. Tumhari tarah China aur USA se bhik nahi mangte.
Mirchi toh tumhe lag gayi hey jab Israel aur USA se humari dosti hui.
We do not hate pak civilians.
We love them also but these terrorist are interrupting to meet & stay us in peace.","Yogesh Gangurde","0","0","2019-02-04T16:35:45.000Z","UgwfUQWlXhPq_1j9L214AaABAg.8qwLyrs36Qe8qwNo4khi98","UgwfUQWlXhPq_1j9L214AaABAg","Amazing Malomat","VVY3do673Zc"
"High","Akshit rastogi","0","0","2019-02-04T10:40:26.000Z","UgyDcgBoV7bB_Su705h4AaABAg.8qvk653E2OQ8qvk8gHskBh","UgyDcgBoV7bB_Su705h4AaABAg","Akshit rastogi","VVY3do673Zc"
"Kangana Ranaut : Salute to you for the epic performance you have given in the movie. Every short of the movie you are in is magical and full with passion. You symbolise what Glory, Valour and Strength is . Just like always you have proved once again why you are the real queen of Indian Cinema.","Deepak8735","0","0","2019-02-05T06:08:07.000Z","Ugyz028yBbWYXrArT_h4AaABAg","None","FALSE","tKmkMVaNu9g"
"Amazed that the movie has still not crossed the 100cr mark what is wrong with Indian audience why are they not watching this brilliant piece of art.
We are always rushing to make movies like race 3, toh, zero which have zero content but still go on to make money like 300cr and here a movie like Manikarnika does not even get close to the money spent on making the movie.

There is definitely something wrong with the Indian audience.
Disappointed","Deepak8735","0","0","2019-02-05T06:01:00.000Z","UgxZtPFOTetYrfi1G9Z4AaABAg","None","FALSE","tKmkMVaNu9g"
"Best movie","Yogesh Karale","0","0","2019-02-05T05:56:07.000Z","UgzNBvA91I7lBKXIJw54AaABAg","None","FALSE","tKmkMVaNu9g"
"best movie ever i had seen","The Exquisite Music","0","0","2019-02-05T05:15:14.000Z","UgzJ1Sk95LM1Csk7Y154AaABAg","None","FALSE","tKmkMVaNu9g"
"Ansu jarur ate hai per !Garv mahasus hota hai jb bhi aisi movie dekhte hai ! <U+0001F60D>
Jai hind <U+2764><U+FE0F>
Jai bharat<U+2764><U+FE0F>","Amit shivnani","0","0","2019-02-05T05:01:52.000Z","UgzvQtyIEvYd4rUJpv14AaABAg","None","FALSE","tKmkMVaNu9g"
"Osm movie my love, my idol ran I lxmi bai , jhsi ki rani","Neelam Sahu","0","0","2019-02-05T04:37:39.000Z","UgyEkU-xXMGnTRu-vsV4AaABAg","None","FALSE","tKmkMVaNu9g"
"Har Har mahadeo","Ravindra Bankar","0","0","2019-02-05T04:01:14.000Z","Ugx3QL7zHi3ZG23xMTh4AaABAg","None","FALSE","tKmkMVaNu9g"
"That was badass!","HettyPatel","0","0","2019-02-05T03:52:37.000Z","Ugx0iZmnRapftubnNhh4AaABAg","None","FALSE","tKmkMVaNu9g"
"That was badass!","HettyPatel","0","0","2019-02-05T03:52:37.000Z","Ugxtj1VlofbxIWf7U1t4AaABAg","None","FALSE","tKmkMVaNu9g"
"That was badass!","HettyPatel","0","0","2019-02-05T03:52:37.000Z","UgzXpKptGf7J_rtwqvV4AaABAg","None","FALSE","tKmkMVaNu9g"
"bhenchood.... British people can't speak hindi in there accent <U+0001F621><U+0001F912> ye chodu 90's ka bollywood","Nikhil Bargaje","0","0","2019-02-05T01:46:00.000Z","UgxzcgUTsKxr4jtHkz54AaABAg","None","FALSE","tKmkMVaNu9g"
"To all... ur real praise will be counted or be proven true only when u wil go to theater to watch it with family... 
Love n urge from Bangladesh
For all #Kangana fans ...","The Journeys & Lessons of Life","0","0","2019-02-04T20:40:02.000Z","UgwaKK2VhE6vAQUZ6cJ4AaABAg","None","FALSE","tKmkMVaNu9g"
"Kangana you are one man army even in real life. Thank you for giving the actual showcase of Bollywood, now I felt how terrible the Bollywood industry is.. if people cannot appreciate the real talent and what you see is only money cravers then there is no need of this kind of industry.. Bollywood giving terrible example to us.","nupur chaurasia","0","2","2019-02-04T20:07:36.000Z","Ugw2VCoboQthiKaWiQ54AaABAg","None","FALSE","tKmkMVaNu9g"
